State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Haryana,,,,,
Barley,,,,,
 21.YAMUNANAGAR, 1997-98,Rabi       ,1000,1000,1.00
, 1998-99,Rabi       ,289,,0.00
, 1999-00,Rabi       ,215,0,0.00
, 2000-01,Rabi       ,210,0,0.00
, 2001-02,Rabi       ,142,0,0.00
, 2002-03,Rabi       ,252,0,0.00
, 2003-04,Rabi       ,244,0,0.00
, 2004-05,Rabi       ,233,,0.00
, 2005-06,Rabi       ,265,,0.00
, 2006-07,Rabi       ,220,,0.00
, 2007-08,Rabi       ,116,,0.00
, 2008-09,Rabi       ,128,,0.00
, 2009-10,Rabi       ,137,,0.00
, 2010-11,Rabi       ,138,,0.00
, 2011-12,Rabi       ,110,,0.00
, 2012-13,Rabi       ,118,,0.00
Total - Gram,,,2094518.00,1693000,0.81
Peas & beans (Pulses),,,,,
 1.AMBALA, 1998-99,Rabi       ,59,100,1.69
, 1999-00,Rabi       ,36,0,0.00
, 2000-01,Rabi       ,61,100,1.64
, 2001-02,Rabi       ,55,100,1.82
, 2002-03,Rabi       ,13,0,0.00
, 2003-04,Rabi       ,139,100,0.72
, 2004-05,Rabi       ,39,,0.00
, 2005-06,Rabi       ,27,,0.00
, 2007-08,Rabi       ,11,,0.00
, 2008-09,Rabi       ,9,,0.00
, 2009-10,Rabi       ,1,,0.00
, 2011-12,Rabi       ,11,,0.00
, 2012-13,Rabi       ,21,25,1.19
 2.BHIWANI, 1998-99,Rabi       ,8,,0.00
, 2001-02,Rabi       ,9,0,0.00
, 2002-03,Rabi       ,2,0,0.00
, 2003-04,Rabi       ,5,0,0.00
, 2004-05,Rabi       ,1,,0.00
, 2005-06,Rabi       ,48,,0.00
, 2007-08,Rabi       ,30,,0.00
, 2008-09,Rabi       ,22,,0.00
 3.FARIDABAD, 1998-99,Rabi       ,115,100,0.87
, 1999-00,Rabi       ,50,,0.00
, 2000-01,Rabi       ,28,0,0.00
, 2001-02,Rabi       ,9,0,0.00
, 2002-03,Rabi       ,39,0,0.00
, 2003-04,Rabi       ,25,0,0.00
, 2004-05,Rabi       ,27,,0.00
, 2005-06,Rabi       ,16,,0.00
, 2006-07,Rabi       ,8,,0.00
, 2007-08,Rabi       ,8,,0.00
, 2011-12,Rabi       ,8,,0.00
 4.FATEHABAD, 1999-00,Rabi       ,15,0,0.00
, 2000-01,Rabi       ,54,100,1.85
, 2001-02,Rabi       ,33,0,0.00
, 2002-03,Rabi       ,12,0,0.00
, 2003-04,Rabi       ,29,100,3.45
, 2004-05,Rabi       ,24,100,4.17
, 2005-06,Rabi       ,54,100,1.85
, 2006-07,Rabi       ,55,100,1.82
, 2007-08,Rabi       ,34,100,2.94
, 2008-09,Rabi       ,13,,0.00
, 2009-10,Rabi       ,11,,0.00
, 2010-11,Rabi       ,78,100,1.28
, 2011-12,Rabi       ,26,,0.00
, 2012-13,Rabi       ,33,43,1.30
 5.GURGAON, 1998-99,Rabi       ,212,100,0.47
, 1999-00,Rabi       ,155,100,0.65
, 2000-01,Rabi       ,203,100,0.49
, 2010-11,Rabi       ,28,,0.00
 6.HISAR, 1998-99,Rabi       ,409,500,1.22
, 1999-00,Rabi       ,109,100,0.92
, 2001-02,Rabi       ,128,200,1.56
, 2003-04,Rabi       ,2,0,0.00
, 2005-06,Rabi       ,115,100,0.87
, 2006-07,Rabi       ,129,200,1.55
, 2007-08,Rabi       ,1,,0.00
, 2008-09,Rabi       ,61,100,1.64
, 2009-10,Rabi       ,50,100,2.00
 7.JHAJJAR, 1998-99,Rabi       ,173,100,0.58
, 1999-00,Rabi       ,50,0,0.00
, 2000-01,Rabi       ,86,100,1.16
, 2001-02,Rabi       ,110,100,0.91
, 2002-03,Rabi       ,84,100,1.19
, 2003-04,Rabi       ,131,100,0.76
, 2004-05,Rabi       ,1,,0.00
, 2005-06,Rabi       ,47,,0.00
, 2006-07,Rabi       ,156,200,1.28
, 2007-08,Rabi       ,75,100,1.33
, 2011-12,Rabi       ,8,,0.00
, 2012-13,Rabi       ,1,1,1.00
 8.JIND, 2001-02,Rabi       ,13,0,0.00
 9.KAITHAL, 1998-99,Rabi       ,91,100,1.10
, 1999-00,Rabi       ,123,200,1.63
, 2009-10,Rabi       ,251,300,1.20
 10.KARNAL, 1998-99,Rabi       ,142,200,1.41
, 1999-00,Rabi       ,135,200,1.48
, 2000-01,Rabi       ,128,200,1.56
, 2001-02,Rabi       ,202,300,1.49
, 2002-03,Rabi       ,170,200,1.18
, 2003-04,Rabi       ,164,200,1.22
, 2004-05,Rabi       ,166,200,1.20
, 2005-06,Rabi       ,182,200,1.10
, 2006-07,Rabi       ,215,300,1.40
, 2007-08,Rabi       ,240,300,1.25
, 2008-09,Rabi       ,176,300,1.70
, 2009-10,Rabi       ,168,200,1.19
, 2010-11,Rabi       ,178,400,2.25
, 2011-12,Rabi       ,173,300,1.73
, 2012-13,Rabi       ,212,318,1.50
 11.KURUKSHETRA, 1999-00,Rabi       ,280,400,1.43
, 2001-02,Rabi       ,199,200,1.01
, 2002-03,Rabi       ,185,300,1.62
, 2005-06,Rabi       ,235,300,1.28
, 2006-07,Rabi       ,154,200,1.30
, 2007-08,Rabi       ,27,,0.00
, 2008-09,Rabi       ,245,300,1.22
, 2009-10,Rabi       ,193,200,1.04
, 2010-11,Rabi       ,286,300,1.05
, 2012-13,Rabi       ,300,330,1.10
 12.MAHENDRAGARH, 1998-99,Rabi       ,45,,0.00
, 2001-02,Rabi       ,40,0,0.00
, 2002-03,Rabi       ,55,0,0.00
, 2003-04,Rabi       ,82,0,0.00
, 2004-05,Rabi       ,60,,0.00
, 2009-10,Rabi       ,155,100,0.65
, 2010-11,Rabi       ,519,300,0.58
 13.MEWAT, 2005-06,Rabi       ,2,,0.00
, 2006-07,Rabi       ,6,,0.00
, 2007-08,Rabi       ,9,,0.00
, 2008-09,Rabi       ,7,,0.00
, 2009-10,Rabi       ,5,,0.00
, 2010-11,Rabi       ,8,,0.00
 14.PALWAL, 2009-10,Rabi       ,6,,0.00
 15.PANCHKULA, 1998-99,Rabi       ,16,,0.00
, 1999-00,Rabi       ,12,0,0.00
, 2001-02,Rabi       ,6,0,0.00
, 2002-03,Rabi       ,5,0,0.00
, 2003-04,Rabi       ,5,0,0.00
, 2004-05,Rabi       ,2,,0.00
, 2005-06,Rabi       ,7,,0.00
, 2007-08,Rabi       ,222,200,0.90
, 2009-10,Rabi       ,2,,0.00
, 2011-12,Rabi       ,3,,0.00
, 2012-13,Rabi       ,4,5,1.25
 16.PANIPAT, 1998-99,Rabi       ,230,300,1.30
, 1999-00,Rabi       ,265,400,1.51
, 2000-01,Rabi       ,193,200,1.04
, 2001-02,Rabi       ,235,300,1.28
, 2002-03,Rabi       ,163,200,1.23
, 2003-04,Rabi       ,24,100,4.17
, 2006-07,Rabi       ,176,200,1.14
, 2007-08,Rabi       ,262,400,1.53
, 2008-09,Rabi       ,93,100,1.08
, 2009-10,Rabi       ,211,300,1.42
, 2010-11,Rabi       ,230,300,1.30
, 2011-12,Rabi       ,546,500,0.92
, 2012-13,Rabi       ,515,773,1.50
 17.REWARI, 1999-00,Rabi       ,1,,0.00
, 2001-02,Rabi       ,5,0,0.00
, 2004-05,Rabi       ,12,,0.00
, 2006-07,Rabi       ,20,,0.00
, 2007-08,Rabi       ,27,,0.00
, 2008-09,Rabi       ,224,100,0.45
, 2009-10,Rabi       ,489,300,0.61
, 2010-11,Rabi       ,1612,800,0.50
, 2011-12,Rabi       ,328,200,0.61
 18.ROHTAK, 1998-99,Rabi       ,48,,0.00
, 1999-00,Rabi       ,7,0,0.00
, 2000-01,Rabi       ,20,0,0.00
, 2001-02,Rabi       ,21,0,0.00
, 2009-10,Rabi       ,15,,0.00
, 2010-11,Rabi       ,8,,0.00
 19.SIRSA, 2006-07,Rabi       ,50,,0.00
, 2007-08,Rabi       ,34,,0.00
, 2009-10,Rabi       ,6,,0.00
, 2010-11,Rabi       ,12,,0.00
 20.SONIPAT, 1998-99,Rabi       ,138,200,1.45
, 1999-00,Rabi       ,118,100,0.85
, 2000-01,Rabi       ,233,300,1.29
, 2002-03,Rabi       ,341,400,1.17
, 2003-04,Rabi       ,359,500,1.39
, 2004-05,Rabi       ,359,500,1.39
, 2005-06,Rabi       ,266,400,1.50
, 2007-08,Rabi       ,50,100,2.00
, 2008-09,Rabi       ,13,,0.00
, 2009-10,Rabi       ,78,100,1.28
, 2010-11,Rabi       ,17,,0.00
, 2011-12,Rabi       ,44,,0.00
 21.YAMUNANAGAR, 1998-99,Rabi       ,56,100,1.79
, 1999-00,Rabi       ,2,0,0.00
, 2000-01,Rabi       ,21,0,0.00
, 2002-03,Rabi       ,44,100,2.27
, 2003-04,Rabi       ,29,0,0.00
, 2004-05,Rabi       ,25,,0.00
, 2005-06,Rabi       ,49,100,2.04
, 2007-08,Rabi       ,10,,0.00
, 2008-09,Rabi       ,6,,0.00
, 2009-10,Rabi       ,10,,0.00
, 2010-11,Rabi       ,31,,0.00
, 2011-12,Rabi       ,6,,0.00
, 2012-13,Rabi       ,28,29,1.04
Total - Peas & beans (Pulses),,,18866.00,19624,1.04
Rapeseed &Mustard,,,,,
 1.AMBALA, 1998-99,Rabi       ,778,1000,1.29
, 1999-00,Rabi       ,1588,2000,1.26
, 2000-01,Rabi       ,1402,1000,0.71
, 2001-02,Rabi       ,965,1000,1.04
, 2002-03,Rabi       ,1760,2000,1.14
, 2003-04,Rabi       ,1198,1000,0.83
, 2004-05,Rabi       ,1508,2000,1.33
, 2005-06,Rabi       ,2237,2000,0.89
, 2006-07,Rabi       ,1909,3000,1.57
, 2007-08,Rabi       ,877,,0.00
, 2008-09,Rabi       ,1030,1000,0.97
, 2010-11,Rabi       ,1190,4000,3.36
, 2011-12,Rabi       ,1282,1600,1.25
, 2012-13,Rabi       ,1406,2500,1.78
 2.BHIWANI, 1998-99,Rabi       ,115546,146000,1.26
, 1999-00,Rabi       ,108727,128000,1.18
, 2000-01,Rabi       ,108920,132000,1.21
, 2001-02,Rabi       ,133527,183000,1.37
, 2002-03,Rabi       ,141780,164000,1.16
, 2003-04,Rabi       ,177557,277000,1.56
, 2004-05,Rabi       ,182924,198000,1.08
, 2005-06,Rabi       ,178999,200000,1.12
, 2006-07,Rabi       ,160303,206000,1.29
, 2007-08,Rabi       ,137442,143000,1.04
, 2008-09,Rabi       ,139801,214000,1.53
, 2010-11,Rabi       ,137885,238000,1.73
, 2011-12,Rabi       ,169808,204000,1.20
, 2012-13,Rabi       ,162459,265100,1.63
 3.FARIDABAD, 1998-99,Rabi       ,5791,8000,1.38
, 1999-00,Rabi       ,5327,7000,1.31
, 2000-01,Rabi       ,3801,6000,1.58
, 2001-02,Rabi       ,4554,9000,1.98
, 2002-03,Rabi       ,6452,9000,1.39
, 2003-04,Rabi       ,5532,9000,1.63
, 2004-05,Rabi       ,5203,6000,1.15
, 2005-06,Rabi       ,4925,8000,1.62
, 2006-07,Rabi       ,4220,6000,1.42
, 2007-08,Rabi       ,3490,5000,1.43
, 2008-09,Rabi       ,845,2000,2.37
, 2010-11,Rabi       ,935,2000,2.14
, 2011-12,Rabi       ,746,2000,2.68
, 2012-13,Rabi       ,590,1000,1.69
 4.FATEHABAD, 1998-99,Rabi       ,23011,24000,1.04
, 1999-00,Rabi       ,13906,21000,1.51
, 2000-01,Rabi       ,11838,18000,1.52
, 2001-02,Rabi       ,16932,24000,1.42
, 2002-03,Rabi       ,19643,21000,1.07
, 2003-04,Rabi       ,16944,28000,1.65
, 2004-05,Rabi       ,16695,19000,1.14
, 2005-06,Rabi       ,17641,26000,1.47
, 2006-07,Rabi       ,13551,20000,1.48
, 2007-08,Rabi       ,7180,10000,1.39
, 2008-09,Rabi       ,8751,15000,1.71
, 2010-11,Rabi       ,10336,21000,2.03
, 2011-12,Rabi       ,8803,17000,1.93
, 2012-13,Rabi       ,11965,19000,1.59
 5.GURGAON, 1998-99,Rabi       ,37414,47000,1.26
, 1999-00,Rabi       ,43566,61000,1.40
, 2000-01,Rabi       ,32106,48000,1.50
, 2001-02,Rabi       ,57046,90000,1.58
, 2002-03,Rabi       ,59622,75000,1.26
, 2003-04,Rabi       ,51568,72000,1.40
, 2004-05,Rabi       ,63692,74000,1.16
, 2005-06,Rabi       ,23713,30000,1.27
, 2006-07,Rabi       ,19566,24000,1.23
, 2007-08,Rabi       ,15575,20000,1.28
, 2008-09,Rabi       ,13930,27000,1.94
, 2010-11,Rabi       ,12250,22000,1.80
, 2011-12,Rabi       ,12505,24000,1.92
, 2012-13,Rabi       ,14186,28000,1.97
 6.HISAR, 1998-99,Rabi       ,62691,60000,0.96
, 1999-00,Rabi       ,41596,55000,1.32
, 2000-01,Rabi       ,33038,46000,1.39
, 2001-02,Rabi       ,50712,84000,1.66
, 2002-03,Rabi       ,60263,72000,1.19
, 2003-04,Rabi       ,64785,99000,1.53
, 2004-05,Rabi       ,71211,81000,1.14
, 2005-06,Rabi       ,73633,59100,0.80
, 2006-07,Rabi       ,57792,87000,1.51
, 2007-08,Rabi       ,46058,51000,1.11
, 2008-09,Rabi       ,51289,90200,1.76
, 2010-11,Rabi       ,70207,141000,2.01
, 2011-12,Rabi       ,59725,102000,1.71
, 2012-13,Rabi       ,61966,102800,1.66
 7.JHAJJAR, 1998-99,Rabi       ,31054,38000,1.22
, 1999-00,Rabi       ,20591,29000,1.41
, 2000-01,Rabi       ,23649,38000,1.61
, 2001-02,Rabi       ,31127,49000,1.57
, 2002-03,Rabi       ,42309,49000,1.16
, 2003-04,Rabi       ,43152,64000,1.48
, 2004-05,Rabi       ,55470,73000,1.32
, 2005-06,Rabi       ,56448,48000,0.85
, 2006-07,Rabi       ,41170,54000,1.31
, 2007-08,Rabi       ,34765,43000,1.24
, 2008-09,Rabi       ,35301,65000,1.84
, 2010-11,Rabi       ,27132,48000,1.77
, 2011-12,Rabi       ,29079,46000,1.58
, 2012-13,Rabi       ,35519,59000,1.66
 8.JIND, 1998-99,Rabi       ,7760,8000,1.03
, 1999-00,Rabi       ,5816,6000,1.03
, 2000-01,Rabi       ,4057,5000,1.23
, 2001-02,Rabi       ,6169,9000,1.46
, 2002-03,Rabi       ,10695,13000,1.22
, 2003-04,Rabi       ,9786,16000,1.63
, 2004-05,Rabi       ,12545,16000,1.28
, 2005-06,Rabi       ,16115,11000,0.68
, 2006-07,Rabi       ,5856,7000,1.20
, 2007-08,Rabi       ,5291,6000,1.13
, 2008-09,Rabi       ,5942,9000,1.51
, 2010-11,Rabi       ,4924,9000,1.83
, 2011-12,Rabi       ,4417,7000,1.58
, 2012-13,Rabi       ,4576,8000,1.75
 9.KAITHAL, 1998-99,Rabi       ,2200,3000,1.36
, 1999-00,Rabi       ,1581,2000,1.27
, 2000-01,Rabi       ,1847,2000,1.08
, 2001-02,Rabi       ,1589,2000,1.26
, 2002-03,Rabi       ,1877,3000,1.60
, 2003-04,Rabi       ,1289,2000,1.55
, 2004-05,Rabi       ,800,1000,1.25
, 2005-06,Rabi       ,762,1000,1.31
, 2006-07,Rabi       ,752,1100,1.46
, 2007-08,Rabi       ,719,1000,1.39
, 2008-09,Rabi       ,662,2000,3.02
, 2010-11,Rabi       ,717,2000,2.79
, 2011-12,Rabi       ,757,1000,1.32
, 2012-13,Rabi       ,868,2000,2.30
 10.KARNAL, 1998-99,Rabi       ,1290,1000,0.78
, 1999-00,Rabi       ,575,,0.00
, 2000-01,Rabi       ,989,1000,1.01
, 2001-02,Rabi       ,1004,1000,1.00
, 2002-03,Rabi       ,881,1000,1.14
, 2003-04,Rabi       ,800,1000,1.25
, 2004-05,Rabi       ,709,1000,1.41
, 2005-06,Rabi       ,621,1000,1.61
, 2006-07,Rabi       ,672,1000,1.49
, 2007-08,Rabi       ,873,1000,1.15
, 2008-09,Rabi       ,989,2300,2.33
, 2010-11,Rabi       ,834,2000,2.40
, 2011-12,Rabi       ,987,1000,1.01
, 2012-13,Rabi       ,1085,2000,1.84
 11.KURUKSHETRA, 1998-99,Rabi       ,570,,0.00
, 1999-00,Rabi       ,556,,0.00
, 2000-01,Rabi       ,204,0,0.00
, 2001-02,Rabi       ,523,0,0.00
, 2002-03,Rabi       ,300,0,0.00
, 2003-04,Rabi       ,318,0,0.00
, 2004-05,Rabi       ,685,1000,1.46
, 2005-06,Rabi       ,769,1100,1.43
, 2006-07,Rabi       ,885,1000,1.13
, 2007-08,Rabi       ,577,1000,1.73
, 2008-09,Rabi       ,794,2200,2.77
, 2010-11,Rabi       ,1001,2000,2.00
, 2011-12,Rabi       ,1480,2000,1.35
, 2012-13,Rabi       ,1953,3200,1.64
 12.MAHENDRAGARH, 1998-99,Rabi       ,76343,115000,1.51
, 1999-00,Rabi       ,87461,133000,1.52
, 2000-01,Rabi       ,78343,94000,1.20
, 2001-02,Rabi       ,91829,126000,1.37
, 2002-03,Rabi       ,71993,77000,1.07
, 2003-04,Rabi       ,84949,138000,1.62
, 2004-05,Rabi       ,99569,119000,1.20
, 2005-06,Rabi       ,102284,119000,1.16
, 2006-07,Rabi       ,96125,136000,1.41
, 2007-08,Rabi       ,86840,93000,1.07
, 2008-09,Rabi       ,92968,173000,1.86
, 2010-11,Rabi       ,89554,171000,1.91
, 2011-12,Rabi       ,98299,81000,0.82
, 2012-13,Rabi       ,96681,165000,1.71
 13.MEWAT, 2005-06,Rabi       ,40998,43100,1.05
, 2006-07,Rabi       ,33434,35000,1.05
, 2007-08,Rabi       ,30774,44000,1.43
, 2008-09,Rabi       ,29360,48000,1.63
, 2010-11,Rabi       ,23445,42000,1.79
, 2011-12,Rabi       ,25660,47000,1.83
, 2012-13,Rabi       ,28825,46000,1.60
 14.PALWAL, 2008-09,Rabi       ,3511,8000,2.28
, 2010-11,Rabi       ,3358,6000,1.79
, 2011-12,Rabi       ,2847,6000,2.11
, 2012-13,Rabi       ,3807,7000,1.84
 15.PANCHKULA, 1998-99,Rabi       ,1431,1000,0.70
, 1999-00,Rabi       ,1307,1000,0.77
, 2000-01,Rabi       ,1140,1000,0.88
, 2001-02,Rabi       ,1373,1000,0.73
, 2002-03,Rabi       ,1250,1000,0.80
, 2003-04,Rabi       ,1454,1000,0.69
, 2004-05,Rabi       ,1208,1000,0.83
, 2005-06,Rabi       ,1221,1900,1.56
, 2006-07,Rabi       ,917,,0.00
, 2007-08,Rabi       ,1008,2000,1.98
, 2008-09,Rabi       ,2611,5000,1.91
, 2010-11,Rabi       ,1349,2000,1.48
, 2011-12,Rabi       ,1453,1800,1.24
, 2012-13,Rabi       ,1750,3500,2.00
 16.PANIPAT, 1998-99,Rabi       ,722,1000,1.39
, 1999-00,Rabi       ,688,1000,1.45
, 2000-01,Rabi       ,709,1000,1.41
, 2001-02,Rabi       ,748,1000,1.34
, 2002-03,Rabi       ,861,1000,1.16
, 2003-04,Rabi       ,638,1000,1.57
, 2004-05,Rabi       ,712,1000,1.40
, 2005-06,Rabi       ,999,1000,1.00
, 2006-07,Rabi       ,1016,1000,0.98
, 2007-08,Rabi       ,809,1000,1.24
, 2008-09,Rabi       ,767,2000,2.61
, 2010-11,Rabi       ,874,2000,2.29
, 2011-12,Rabi       ,867,1000,1.15
, 2012-13,Rabi       ,877,2000,2.28
 17.REWARI, 1998-99,Rabi       ,59157,87000,1.47
, 1999-00,Rabi       ,60114,89000,1.48
, 2000-01,Rabi       ,54452,97000,1.78
, 2001-02,Rabi       ,66726,113000,1.69
, 2002-03,Rabi       ,65696,86000,1.31
, 2003-04,Rabi       ,65199,114000,1.75
, 2004-05,Rabi       ,71466,100000,1.40
, 2005-06,Rabi       ,74727,114100,1.53
, 2006-07,Rabi       ,65854,96000,1.46
, 2007-08,Rabi       ,64048,104000,1.62
, 2008-09,Rabi       ,65887,131000,1.99
, 2010-11,Rabi       ,62452,125000,2.00
, 2011-12,Rabi       ,64314,118000,1.83
, 2012-13,Rabi       ,67309,145000,2.15
 18.ROHTAK, 1998-99,Rabi       ,11765,12000,1.02
, 1999-00,Rabi       ,10182,10000,0.98
, 2000-01,Rabi       ,10856,14000,1.29
, 2001-02,Rabi       ,14167,21000,1.48
, 2002-03,Rabi       ,16427,18000,1.10
, 2003-04,Rabi       ,19576,31000,1.58
, 2004-05,Rabi       ,26922,30000,1.11
, 2005-06,Rabi       ,28705,27100,0.94
, 2006-07,Rabi       ,19448,27000,1.39
, 2007-08,Rabi       ,13512,14000,1.04
, 2008-09,Rabi       ,13649,21000,1.54
, 2010-11,Rabi       ,13706,22000,1.61
, 2011-12,Rabi       ,13055,20000,1.53
, 2012-13,Rabi       ,13631,20000,1.47
 19.SIRSA, 1998-99,Rabi       ,53345,55000,1.03
, 1999-00,Rabi       ,41075,45000,1.10
, 2000-01,Rabi       ,36675,50000,1.36
, 2001-02,Rabi       ,50829,77000,1.51
, 2002-03,Rabi       ,98089,98000,1.00
, 2003-04,Rabi       ,67318,102000,1.52
, 2004-05,Rabi       ,80652,93000,1.15
, 2005-06,Rabi       ,74343,90400,1.22
, 2006-07,Rabi       ,66927,88000,1.31
, 2007-08,Rabi       ,41645,53000,1.27
, 2008-09,Rabi       ,41854,70200,1.68
, 2010-11,Rabi       ,42510,83000,1.95
, 2011-12,Rabi       ,34864,59000,1.69
, 2012-13,Rabi       ,43319,71000,1.64
 20.SONIPAT, 1998-99,Rabi       ,5778,7000,1.21
, 1999-00,Rabi       ,3648,3000,0.82
, 2000-01,Rabi       ,3751,4000,1.07
, 2001-02,Rabi       ,4797,7000,1.46
, 2002-03,Rabi       ,5267,5000,0.95
, 2003-04,Rabi       ,5453,7000,1.28
, 2004-05,Rabi       ,5453,6000,1.10
, 2005-06,Rabi       ,6231,7000,1.12
, 2006-07,Rabi       ,5130,7000,1.36
, 2007-08,Rabi       ,3192,3000,0.94
, 2008-09,Rabi       ,2361,3000,1.27
, 2010-11,Rabi       ,2688,5000,1.86
, 2011-12,Rabi       ,2291,3000,1.31
, 2012-13,Rabi       ,2435,3000,1.23
 21.YAMUNANAGAR, 1998-99,Rabi       ,1142,1000,0.88
, 1999-00,Rabi       ,1514,2000,1.32
, 2000-01,Rabi       ,995,1000,1.01
, 2001-02,Rabi       ,1858,2000,1.08
, 2002-03,Rabi       ,1818,2000,1.10
, 2003-04,Rabi       ,1741,2000,1.15
, 2004-05,Rabi       ,2400,2000,0.83
, 2005-06,Rabi       ,2341,2000,0.85
, 2006-07,Rabi       ,2718,4000,1.47
, 2007-08,Rabi       ,1808,2000,1.11
, 2008-09,Rabi       ,1680,4000,2.38
, 2010-11,Rabi       ,2362,4000,1.69
, 2011-12,Rabi       ,2611,3300,1.26
, 2012-13,Rabi       ,3083,4200,1.36
Total - Rapeseed &Mustard,,,7739188.00,10803800,1.40
Wheat,,,,,
 1.AMBALA, 1997-98,Rabi       ,72000,226000,3.14
, 1998-99,Rabi       ,74688,284000,3.80
, 1999-00,Rabi       ,78420,325000,4.14
, 2000-01,Rabi       ,79060,275000,3.48
, 2001-02,Rabi       ,80042,301000,3.76
, 2002-03,Rabi       ,80637,287000,3.56
, 2003-04,Rabi       ,83658,273000,3.26
, 2004-05,Rabi       ,82322,267000,3.24
, 2005-06,Rabi       ,83017,314000,3.78
, 2006-07,Rabi       ,81679,312000,3.82
, 2007-08,Rabi       ,82163,327000,3.98
, 2008-09,Rabi       ,83629,309000,3.69
, 2009-10,Rabi       ,86872,346000,3.98
, 2010-11,Rabi       ,86795,314000,3.62
, 2011-12,Rabi       ,87061,423000,4.86
, 2012-13,Rabi       ,87168,366000,4.20
 2.BHIWANI, 1997-98,Rabi       ,90000,321000,3.57
, 1998-99,Rabi       ,104200,370000,3.55
, 1999-00,Rabi       ,140422,465000,3.31
, 2000-01,Rabi       ,144036,474000,3.29
, 2001-02,Rabi       ,123367,406000,3.29
, 2002-03,Rabi       ,127732,425000,3.33
, 2003-04,Rabi       ,130308,456000,3.50
, 2004-05,Rabi       ,126605,415000,3.28
, 2005-06,Rabi       ,118627,39000,0.33
, 2006-07,Rabi       ,133153,527000,3.96
, 2007-08,Rabi       ,153151,519000,3.39
, 2008-09,Rabi       ,151257,598000,3.95
, 2009-10,Rabi       ,156606,561000,3.58
, 2010-11,Rabi       ,158991,710000,4.47
, 2011-12,Rabi       ,151368,650000,4.29
, 2012-13,Rabi       ,162442,657000,4.04
 3.FARIDABAD, 1997-98,Rabi       ,119000,449000,3.77
, 1998-99,Rabi       ,128881,459000,3.56
, 1999-00,Rabi       ,130923,545000,4.16
, 2000-01,Rabi       ,133898,539000,4.03
, 2001-02,Rabi       ,132332,520000,3.93
, 2002-03,Rabi       ,128491,526000,4.09
, 2003-04,Rabi       ,131447,520000,3.96
, 2004-05,Rabi       ,135774,526000,3.87
, 2005-06,Rabi       ,104549,383000,3.66
, 2006-07,Rabi       ,104820,389000,3.71
, 2007-08,Rabi       ,103867,485000,4.67
, 2008-09,Rabi       ,33660,159000,4.72
, 2009-10,Rabi       ,33850,136000,4.02
, 2010-11,Rabi       ,31683,145000,4.58
, 2011-12,Rabi       ,30475,150000,4.92
, 2012-13,Rabi       ,31055,141000,4.54
 4.FATEHABAD, 1997-98,Rabi       ,161000,625000,3.88
, 1998-99,Rabi       ,164506,683000,4.15
, 1999-00,Rabi       ,166991,745000,4.46
, 2000-01,Rabi       ,173546,757000,4.36
, 2001-02,Rabi       ,171860,731000,4.25
, 2002-03,Rabi       ,172055,715000,4.16
, 2003-04,Rabi       ,164753,705000,4.28
, 2004-05,Rabi       ,177201,727000,4.10
, 2005-06,Rabi       ,178771,729000,4.08
, 2006-07,Rabi       ,182508,843000,4.62
, 2007-08,Rabi       ,186730,869000,4.65
, 2008-09,Rabi       ,185685,952000,5.13
, 2009-10,Rabi       ,185806,842000,4.53
, 2010-11,Rabi       ,186622,950000,5.09
, 2011-12,Rabi       ,189331,1034000,5.46
, 2012-13,Rabi       ,188020,880000,4.68
 5.GURGAON, 1997-98,Rabi       ,120000,428000,3.57
, 1998-99,Rabi       ,128935,414000,3.21
, 1999-00,Rabi       ,129579,486000,3.75
, 2000-01,Rabi       ,136504,481000,3.52
, 2001-02,Rabi       ,119914,417000,3.48
, 2002-03,Rabi       ,116705,431000,3.69
, 2003-04,Rabi       ,125675,450000,3.58
, 2004-05,Rabi       ,115478,407000,3.52
, 2005-06,Rabi       ,47637,168000,3.53
, 2006-07,Rabi       ,52464,206000,3.93
, 2007-08,Rabi       ,51105,200000,3.91
, 2008-09,Rabi       ,48807,207000,4.24
, 2009-10,Rabi       ,51610,227000,4.40
, 2010-11,Rabi       ,50833,240000,4.72
, 2011-12,Rabi       ,52388,258000,4.92
, 2012-13,Rabi       ,44667,205000,4.59
 6.HISAR, 1997-98,Rabi       ,158000,654000,4.14
, 1998-99,Rabi       ,170265,676000,3.97
, 1999-00,Rabi       ,192301,854000,4.44
, 2000-01,Rabi       ,206996,887000,4.29
, 2001-02,Rabi       ,197445,824000,4.17
, 2002-03,Rabi       ,194904,792000,4.06
, 2003-04,Rabi       ,199934,827000,4.14
, 2004-05,Rabi       ,202436,841000,4.15
, 2005-06,Rabi       ,203205,752000,3.70
, 2006-07,Rabi       ,212007,931000,4.39
, 2007-08,Rabi       ,227049,890000,3.92
, 2008-09,Rabi       ,223118,1077000,4.83
, 2009-10,Rabi       ,225178,931000,4.13
, 2010-11,Rabi       ,221814,1026000,4.63
, 2011-12,Rabi       ,237072,1208000,5.10
, 2012-13,Rabi       ,231555,987000,4.26
 7.JHAJJAR, 1997-98,Rabi       ,90000,337000,3.74
, 1998-99,Rabi       ,98100,356000,3.63
, 1999-00,Rabi       ,103392,377000,3.65
, 2000-01,Rabi       ,105106,402000,3.82
, 2001-02,Rabi       ,101209,396000,3.91
, 2002-03,Rabi       ,93118,366000,3.93
, 2003-04,Rabi       ,92614,358000,3.87
