State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Andhra Pradesh,,,,,
Arhar/Tur,,,,,
, 2014-15,Kharif     ,78800,95500,1.21
, 2015-16,Kharif     ,88700,107300,1.21
, 2016-17,Kharif     ,87600,170200,1.94
, 2017-18,Kharif     ,97200,183400,1.89
, 2018-19,Kharif     ,98186,203262,2.07
 18.NANDED, 1997-98,Kharif     ,25700,15100,0.59
, 1998-99,Kharif     ,25300,15800,0.62
, 1999-00,Kharif     ,26100,15600,0.60
, 2000-01,Kharif     ,26700,20100,0.75
, 2001-02,Kharif     ,23900,24400,1.02
, 2002-03,Kharif     ,24100,15300,0.63
, 2003-04,Kharif     ,23300,13400,0.58
, 2004-05,Kharif     ,16400,8200,0.50
, 2005-06,Kharif     ,15600,6700,0.43
, 2006-07,Kharif     ,15600,9400,0.60
, 2007-08,Kharif     ,14500,10500,0.72
, 2008-09,Kharif     ,8000,4200,0.53
, 2009-10,Kharif     ,5600,1500,0.27
, 2010-11,Kharif     ,5200,2700,0.52
, 2011-12,Kharif     ,4000,1500,0.38
, 2012-13,Kharif     ,4000,2100,0.53
, 2013-14,Kharif     ,800,400,0.50
, 2014-15,Kharif     ,800,100,0.13
, 2015-16,Kharif     ,400,100,0.25
, 2016-17,Kharif     ,200,100,0.50
, 2017-18,Kharif     ,700,1000,1.43
, 2018-19,Kharif     ,606,535,0.88
 19.NANDURBAR, 1999-00,Kharif     ,179400,229400,1.28
, 2000-01,Kharif     ,21000,4900,0.23
, 2001-02,Kharif     ,20000,12300,0.62
, 2002-03,Kharif     ,19800,14500,0.73
, 2003-04,Kharif     ,22400,17700,0.79
, 2004-05,Kharif     ,21200,9700,0.46
, 2005-06,Kharif     ,19700,30900,1.57
, 2006-07,Kharif     ,20000,16900,0.85
, 2007-08,Kharif     ,21000,31200,1.49
, 2008-09,Kharif     ,20400,21900,1.07
, 2009-10,Kharif     ,18700,12900,0.69
, 2010-11,Kharif     ,23400,24700,1.06
, 2011-12,Kharif     ,19400,31700,1.63
, 2012-13,Kharif     ,19500,28400,1.46
, 2013-14,Kharif     ,22500,20300,0.90
, 2014-15,Kharif     ,18200,9000,0.49
, 2015-16,Kharif     ,18900,17300,0.92
, 2016-17,Kharif     ,25300,29400,1.16
, 2017-18,Kharif     ,26600,30100,1.13
, 2018-19,Kharif     ,26116,22519,0.86
 20.NASHIK, 1997-98,Kharif     ,44600,59600,1.34
, 1998-99,Kharif     ,45600,57200,1.25
, 1999-00,Kharif     ,47800,57200,1.20
, 2000-01,Kharif     ,45600,39800,0.87
, 2001-02,Kharif     ,46600,56300,1.21
, 2002-03,Kharif     ,49100,43900,0.89
, 2003-04,Kharif     ,50600,66300,1.31
, 2004-05,Kharif     ,50800,70200,1.38
, 2005-06,Kharif     ,50300,58700,1.17
, 2006-07,Kharif     ,49000,49600,1.01
, 2007-08,Kharif     ,50600,68400,1.35
, 2008-09,Kharif     ,51200,65800,1.29
, 2009-10,Kharif     ,48100,18800,0.39
, 2010-11,Kharif     ,59100,24000,0.41
, 2011-12,Kharif     ,62900,77800,1.24
, 2012-13,Kharif     ,67900,80800,1.19
, 2013-14,Kharif     ,72600,93300,1.29
, 2014-15,Kharif     ,71200,86700,1.22
, 2015-16,Kharif     ,69600,101100,1.45
, 2016-17,Kharif     ,71900,145800,2.03
, 2017-18,Kharif     ,72500,153600,2.12
, 2018-19,Kharif     ,74046,126516,1.71
 21.OSMANABAD, 1997-98,Kharif     ,13900,3900,0.28
, 1998-99,Kharif     ,14800,3600,0.24
, 1999-00,Kharif     ,15200,8500,0.56
, 2000-01,Kharif     ,17200,8400,0.49
, 2001-02,Kharif     ,15800,2400,0.15
, 2002-03,Kharif     ,16700,5200,0.31
, 2003-04,Kharif     ,18000,2600,0.14
, 2004-05,Kharif     ,18500,6700,0.36
, 2005-06,Kharif     ,17000,6400,0.38
, 2006-07,Kharif     ,17500,6700,0.38
, 2007-08,Kharif     ,16600,6900,0.42
, 2008-09,Kharif     ,5000,1800,0.36
, 2009-10,Kharif     ,6100,3700,0.61
, 2010-11,Kharif     ,11200,3400,0.30
, 2011-12,Kharif     ,10700,4100,0.38
, 2012-13,Kharif     ,11500,2800,0.24
, 2013-14,Kharif     ,13100,6400,0.49
, 2014-15,Kharif     ,13100,2500,0.19
, 2015-16,Kharif     ,6200,600,0.10
, 2016-17,Kharif     ,6300,1200,0.19
, 2017-18,Kharif     ,7500,2200,0.29
 22.PALGHAR, 2014-15,Kharif     ,74800,188300,2.52
, 2015-16,Kharif     ,77100,177300,2.30
, 2016-17,Kharif     ,76400,222700,2.91
, 2017-18,Kharif     ,76700,142000,1.85
, 2018-19,Kharif     ,76714,134767,1.76
 23.PARBHANI, 1997-98,Kharif     ,22300,10300,0.46
, 1998-99,Kharif     ,22900,10300,0.45
, 1999-00,Kharif     ,9100,4200,0.46
, 2000-01,Kharif     ,9600,3300,0.34
, 2001-02,Kharif     ,9600,5300,0.55
, 2002-03,Kharif     ,9400,4700,0.50
, 2003-04,Kharif     ,9600,3600,0.38
, 2004-05,Kharif     ,9900,3100,0.31
, 2005-06,Kharif     ,7000,2700,0.39
, 2006-07,Kharif     ,7800,3200,0.41
, 2007-08,Kharif     ,7200,2800,0.39
, 2008-09,Kharif     ,5800,1900,0.33
, 2009-10,Kharif     ,3100,1100,0.35
, 2010-11,Kharif     ,4000,1800,0.45
, 2011-12,Kharif     ,1700,600,0.35
, 2012-13,Kharif     ,1400,100,0.07
, 2013-14,Kharif     ,700,300,0.43
, 2014-15,Kharif     ,300,,0.00
, 2016-17,Kharif     ,20,4,0.20
, 2018-19,Kharif     ,10,2,0.20
 24.PUNE, 1997-98,Kharif     ,59400,66000,1.11
, 1998-99,Kharif     ,60800,73700,1.21
, 1999-00,Kharif     ,61700,89200,1.45
, 2000-01,Kharif     ,64000,75200,1.18
, 2001-02,Kharif     ,59100,86400,1.46
, 2002-03,Kharif     ,57700,40000,0.69
, 2003-04,Kharif     ,60400,84700,1.40
, 2004-05,Kharif     ,67600,85100,1.26
, 2005-06,Kharif     ,64500,73800,1.14
, 2006-07,Kharif     ,63900,68900,1.08
, 2007-08,Kharif     ,62800,78200,1.25
, 2008-09,Kharif     ,61200,75500,1.23
, 2009-10,Kharif     ,62600,51200,0.82
, 2010-11,Kharif     ,60900,71900,1.18
, 2011-12,Kharif     ,62000,85600,1.38
, 2012-13,Kharif     ,77600,106200,1.37
, 2013-14,Kharif     ,82100,153200,1.87
, 2014-15,Kharif     ,82100,136100,1.66
, 2015-16,Kharif     ,54600,107300,1.97
, 2016-17,Kharif     ,53500,115400,2.16
, 2017-18,Kharif     ,52000,124000,2.38
, 2018-19,Kharif     ,57969,106233,1.83
 25.RAIGAD, 1997-98,Kharif     ,123800,311900,2.52
, 1998-99,Kharif     ,127300,326700,2.57
, 1999-00,Kharif     ,127400,307500,2.41
, 2000-01,Kharif     ,126400,274100,2.17
, 2001-02,Kharif     ,125400,332200,2.65
, 2002-03,Kharif     ,124600,256000,2.05
, 2003-04,Kharif     ,124600,353600,2.84
, 2004-05,Kharif     ,124500,275900,2.22
, 2005-06,Kharif     ,121000,272900,2.26
, 2006-07,Kharif     ,123600,291100,2.36
, 2007-08,Kharif     ,124600,312700,2.51
, 2008-09,Kharif     ,123800,335900,2.71
, 2009-10,Kharif     ,124000,311500,2.51
, 2010-11,Kharif     ,124600,294800,2.37
, 2011-12,Kharif     ,123800,298600,2.41
, 2012-13,Kharif     ,124100,323000,2.60
, 2013-14,Kharif     ,124100,355100,2.86
, 2014-15,Kharif     ,116200,320700,2.76
, 2015-16,Kharif     ,112100,328900,2.93
, 2016-17,Kharif     ,109400,297200,2.72
, 2017-18,Kharif     ,110500,299000,2.71
, 2018-19,Kharif     ,111159,314775,2.83
 26.RATNAGIRI, 1997-98,Kharif     ,79200,183200,2.31
, 1998-99,Kharif     ,78400,219100,2.79
, 1999-00,Kharif     ,79400,191500,2.41
, 2000-01,Kharif     ,78400,165900,2.12
, 2001-02,Kharif     ,78400,209200,2.67
, 2002-03,Kharif     ,78500,148300,1.89
, 2003-04,Kharif     ,79200,238500,3.01
, 2004-05,Kharif     ,79100,186500,2.36
, 2005-06,Kharif     ,77000,194600,2.53
, 2006-07,Kharif     ,77900,210900,2.71
, 2007-08,Kharif     ,76700,196500,2.56
, 2008-09,Kharif     ,77400,201000,2.60
, 2009-10,Kharif     ,77300,202700,2.62
, 2010-11,Kharif     ,78000,223100,2.86
, 2011-12,Kharif     ,77400,226100,2.92
, 2012-13,Kharif     ,73800,214800,2.91
, 2013-14,Kharif     ,72100,213200,2.96
, 2014-15,Kharif     ,72500,220500,3.04
, 2015-16,Kharif     ,71000,174100,2.45
, 2016-17,Kharif     ,75300,236300,3.14
, 2017-18,Kharif     ,75200,224400,2.98
, 2018-19,Kharif     ,76106,240930,3.17
 27.SANGLI, 1997-98,Kharif     ,15700,32400,2.06
, 1998-99,Kharif     ,16300,51500,3.16
, 1999-00,Kharif     ,17900,47200,2.64
, 2000-01,Kharif     ,18600,40400,2.17
, 2001-02,Kharif     ,17700,47200,2.67
, 2002-03,Kharif     ,18500,28400,1.54
, 2003-04,Kharif     ,15600,39500,2.53
, 2004-05,Kharif     ,17700,44200,2.50
, 2005-06,Kharif     ,18100,39500,2.18
, 2006-07,Kharif     ,18100,28900,1.60
, 2007-08,Kharif     ,18700,43600,2.33
, 2008-09,Kharif     ,18700,38700,2.07
, 2009-10,Kharif     ,18700,35100,1.88
, 2010-11,Kharif     ,20200,53900,2.67
, 2011-12,Kharif     ,18100,33700,1.86
, 2012-13,Kharif     ,17500,33700,1.93
, 2013-14,Kharif     ,14500,25500,1.76
, 2014-15,Kharif     ,15500,31400,2.03
, 2015-16,Kharif     ,22600,43400,1.92
, 2016-17,Kharif     ,16800,42900,2.55
, 2017-18,Kharif     ,17000,39300,2.31
, 2018-19,Kharif     ,15423,40619,2.63
 28.SATARA, 1997-98,Kharif     ,41100,64300,1.56
, 1998-99,Kharif     ,41500,100200,2.41
, 1999-00,Kharif     ,44000,71100,1.62
, 2000-01,Kharif     ,43900,51300,1.17
, 2001-02,Kharif     ,44600,77200,1.73
, 2002-03,Kharif     ,45400,71200,1.57
, 2003-04,Kharif     ,44200,73400,1.66
, 2004-05,Kharif     ,44100,72900,1.65
, 2005-06,Kharif     ,43600,73400,1.68
, 2006-07,Kharif     ,45000,93300,2.07
, 2007-08,Kharif     ,49600,102400,2.06
, 2008-09,Kharif     ,49700,109300,2.20
, 2009-10,Kharif     ,50600,76900,1.52
, 2010-11,Kharif     ,50800,82200,1.62
, 2011-12,Kharif     ,50500,83000,1.64
, 2012-13,Kharif     ,51000,70000,1.37
, 2013-14,Kharif     ,50400,75600,1.50
, 2014-15,Kharif     ,52900,94700,1.79
, 2015-16,Kharif     ,52700,79700,1.51
, 2016-17,Kharif     ,47000,82100,1.75
, 2017-18,Kharif     ,45800,83000,1.81
, 2018-19,Kharif     ,47026,109002,2.32
 29.SINDHUDURG, 1997-98,Kharif     ,75300,196900,2.61
, 1998-99,Kharif     ,75600,208200,2.75
, 1999-00,Kharif     ,75400,172400,2.29
, 2000-01,Kharif     ,75400,187300,2.48
, 2001-02,Kharif     ,74300,189400,2.55
, 2002-03,Kharif     ,74500,163300,2.19
, 2003-04,Kharif     ,74700,236900,3.17
, 2004-05,Kharif     ,74500,210800,2.83
, 2005-06,Kharif     ,74500,215400,2.89
, 2006-07,Kharif     ,74700,220400,2.95
, 2007-08,Kharif     ,74900,205100,2.74
, 2008-09,Kharif     ,74400,208000,2.80
, 2009-10,Kharif     ,74600,196200,2.63
, 2010-11,Kharif     ,73900,197000,2.67
, 2011-12,Kharif     ,74200,202500,2.73
, 2012-13,Kharif     ,74200,207000,2.79
, 2013-14,Kharif     ,74200,232800,3.14
, 2014-15,Kharif     ,67400,222400,3.30
, 2015-16,Kharif     ,64600,190000,2.94
, 2016-17,Kharif     ,62500,205700,3.29
, 2017-18,Kharif     ,62500,203000,3.25
, 2018-19,Kharif     ,62500,183733,2.94
 30.SOLAPUR, 1997-98,Kharif     ,2100,2300,1.10
, 1998-99,Kharif     ,2900,3300,1.14
, 1999-00,Kharif     ,3200,4200,1.31
, 2000-01,Kharif     ,3000,3400,1.13
, 2001-02,Kharif     ,600,800,1.33
, 2002-03,Kharif     ,500,300,0.60
, 2003-04,Kharif     ,200,100,0.50
, 2004-05,Kharif     ,400,100,0.25
, 2005-06,Kharif     ,400,100,0.25
, 2006-07,Kharif     ,400,100,0.25
, 2007-08,Kharif     ,300,300,1.00
, 2008-09,Kharif     ,100,100,1.00
, 2009-10,Kharif     ,100,,0.00
, 2010-11,Kharif     ,700,200,0.29
, 2011-12,Kharif     ,700,200,0.29
, 2012-13,Kharif     ,400,100,0.25
, 2013-14,Kharif     ,400,100,0.25
, 2014-15,Kharif     ,400,100,0.25
, 2015-16,Kharif     ,200,0,0.00
, 2016-17,Kharif     ,200,43,0.22
, 2017-18,Kharif     ,600,70,0.12
, 2018-19,Kharif     ,1924,173,0.09
 31.THANE, 1997-98,Kharif     ,146700,343300,2.34
, 1998-99,Kharif     ,139500,266400,1.91
, 1999-00,Kharif     ,139200,295500,2.12
, 2000-01,Kharif     ,139300,170200,1.22
, 2001-02,Kharif     ,138600,340000,2.45
, 2002-03,Kharif     ,138000,153800,1.11
, 2003-04,Kharif     ,138500,391600,2.83
, 2004-05,Kharif     ,138600,328800,2.37
, 2005-06,Kharif     ,137000,304700,2.22
, 2006-07,Kharif     ,137600,252200,1.83
, 2007-08,Kharif     ,138100,303300,2.20
, 2008-09,Kharif     ,138000,297300,2.15
, 2009-10,Kharif     ,136000,285000,2.10
, 2010-11,Kharif     ,136000,275300,2.02
, 2011-12,Kharif     ,137500,337200,2.45
, 2012-13,Kharif     ,137500,356800,2.59
, 2013-14,Kharif     ,137500,328000,2.39
, 2014-15,Kharif     ,55200,132900,2.41
, 2015-16,Kharif     ,55000,124200,2.26
, 2016-17,Kharif     ,55000,149600,2.72
, 2017-18,Kharif     ,54700,101100,1.85
, 2018-19,Kharif     ,54885,139368,2.54
 32.WARDHA, 1997-98,Kharif     ,800,400,0.50
, 1998-99,Kharif     ,500,500,1.00
, 1999-00,Kharif     ,500,300,0.60
, 2000-01,Kharif     ,600,300,0.50
, 2001-02,Kharif     ,500,300,0.60
, 2002-03,Kharif     ,500,300,0.60
, 2003-04,Kharif     ,300,200,0.67
, 2004-05,Kharif     ,200,200,1.00
, 2005-06,Kharif     ,200,200,1.00
, 2006-07,Kharif     ,100,100,1.00
, 2007-08,Kharif     ,100,100,1.00
 33.WASHIM, 1999-00,Kharif     ,1900,1200,0.63
, 2000-01,Kharif     ,2000,800,0.40
, 2001-02,Kharif     ,1300,1300,1.00
, 2002-03,Kharif     ,1100,700,0.64
, 2003-04,Kharif     ,900,300,0.33
, 2004-05,Kharif     ,500,200,0.40
, 2005-06,Kharif     ,300,100,0.33
, 2006-07,Kharif     ,200,100,0.50
, 2007-08,Kharif     ,100,100,1.00
, 2008-09,Kharif     ,100,100,1.00
, 2009-10,Kharif     ,100,200,2.00
, 2011-12,Kharif     ,200,200,1.00
 34.YAVATMAL, 1997-98,Kharif     ,6700,3800,0.57
, 1998-99,Kharif     ,5400,4000,0.74
, 1999-00,Kharif     ,5300,4600,0.87
, 2000-01,Kharif     ,5200,4300,0.83
, 2001-02,Kharif     ,4800,4800,1.00
, 2002-03,Kharif     ,3700,2400,0.65
, 2003-04,Kharif     ,3300,2000,0.61
, 2004-05,Kharif     ,2400,800,0.33
, 2005-06,Kharif     ,1800,900,0.50
, 2006-07,Kharif     ,600,300,0.50
, 2007-08,Kharif     ,600,400,0.67
, 2008-09,Kharif     ,500,200,0.40
, 2009-10,Kharif     ,200,300,1.50
, 2011-12,Kharif     ,100,100,1.00
, 2012-13,Kharif     ,100,40,0.40
, 2013-14,Kharif     ,100,,0.00
Total - Rice,,,32536540.00,56703309,1.74
Soyabean,,,,,
 1.AHMEDNAGAR, 1998-99,Kharif     ,4600,5500,1.20
, 1999-00,Kharif     ,7500,10400,1.39
, 2000-01,Kharif     ,7200,6200,0.86
, 2001-02,Kharif     ,7600,9000,1.18
, 2002-03,Kharif     ,15100,18800,1.25
, 2003-04,Kharif     ,17900,18500,1.03
, 2004-05,Kharif     ,35500,51800,1.46
, 2005-06,Kharif     ,37500,38800,1.03
, 2006-07,Kharif     ,49000,64500,1.32
, 2007-08,Kharif     ,55400,84500,1.53
, 2008-09,Kharif     ,55500,40100,0.72
, 2009-10,Kharif     ,58000,53200,0.92
, 2010-11,Kharif     ,50700,90800,1.79
, 2011-12,Kharif     ,58600,122700,2.09
, 2012-13,Kharif     ,56800,28100,0.49
, 2013-14,Kharif     ,65900,74500,1.13
, 2014-15,Kharif     ,58200,35900,0.62
, 2015-16,Kharif     ,40900,19800,0.48
, 2016-17,Kharif     ,52000,41700,0.80
, 2017-18,Kharif     ,59284,86900,1.47
, 2018-19,Kharif     ,60627,38254,0.63
 2.AKOLA, 1998-99,Kharif     ,77800,105900,1.36
, 1999-00,Kharif     ,28400,39900,1.40
, 2000-01,Kharif     ,28900,31200,1.08
, 2001-02,Kharif     ,31300,30600,0.98
, 2002-03,Kharif     ,27200,40900,1.50
, 2003-04,Kharif     ,30800,37500,1.22
, 2004-05,Kharif     ,50300,31000,0.62
, 2005-06,Kharif     ,54100,38900,0.72
, 2006-07,Kharif     ,59800,98400,1.65
, 2007-08,Kharif     ,82600,164800,2.00
, 2008-09,Kharif     ,137500,28300,0.21
, 2009-10,Kharif     ,151500,147000,0.97
, 2010-11,Kharif     ,126600,238400,1.88
, 2011-12,Kharif     ,140600,167700,1.19
, 2012-13,Kharif     ,151000,290400,1.92
, 2013-14,Kharif     ,187100,191900,1.03
, 2014-15,Kharif     ,233100,69600,0.30
, 2015-16,Kharif     ,227200,102100,0.45
, 2016-17,Kharif     ,216600,305700,1.41
, 2017-18,Kharif     ,204700,144000,0.70
, 2018-19,Kharif     ,212808,298804,1.40
 3.AMRAVATI, 1998-99,Kharif     ,175200,230200,1.31
, 1999-00,Kharif     ,186800,142700,0.76
, 2000-01,Kharif     ,180300,125100,0.69
, 2001-02,Kharif     ,153200,143600,0.94
, 2002-03,Kharif     ,156500,150000,0.96
, 2003-04,Kharif     ,155000,216100,1.39
, 2004-05,Kharif     ,167100,80000,0.48
, 2005-06,Kharif     ,181200,204400,1.13
, 2006-07,Kharif     ,216700,323600,1.49
, 2007-08,Kharif     ,285800,485700,1.70
, 2008-09,Kharif     ,373000,124200,0.33
, 2009-10,Kharif     ,317600,256900,0.81
, 2010-11,Kharif     ,273300,444500,1.63
, 2011-12,Kharif     ,296700,373100,1.26
, 2012-13,Kharif     ,309500,471800,1.52
, 2013-14,Kharif     ,366400,352700,0.96
, 2014-15,Kharif     ,370600,128300,0.35
, 2015-16,Kharif     ,365900,126700,0.35
, 2016-17,Kharif     ,362900,483400,1.33
, 2017-18,Kharif     ,287100,265200,0.92
, 2018-19,Kharif     ,291642,351621,1.21
 4.AURANGABAD, 1998-99,Kharif     ,3400,2100,0.62
, 1999-00,Kharif     ,3300,5700,1.73
, 2000-01,Kharif     ,4300,3200,0.74
, 2001-02,Kharif     ,1900,2000,1.05
, 2002-03,Kharif     ,2700,4100,1.52
, 2003-04,Kharif     ,4600,6200,1.35
, 2004-05,Kharif     ,5700,5400,0.95
, 2005-06,Kharif     ,8600,10300,1.20
, 2006-07,Kharif     ,10000,15600,1.56
, 2007-08,Kharif     ,8600,13800,1.60
, 2008-09,Kharif     ,6200,5100,0.82
, 2009-10,Kharif     ,5100,5700,1.12
, 2010-11,Kharif     ,7700,16400,2.13
, 2011-12,Kharif     ,7800,11100,1.42
, 2012-13,Kharif     ,7800,5800,0.74
, 2013-14,Kharif     ,11500,12500,1.09
, 2014-15,Kharif     ,18700,8500,0.45
, 2015-16,Kharif     ,20900,9500,0.45
, 2016-17,Kharif     ,29300,31100,1.06
, 2017-18,Kharif     ,26200,11500,0.44
, 2018-19,Kharif     ,14022,9054,0.65
 5.BEED, 1998-99,Kharif     ,1100,1300,1.18
, 1999-00,Kharif     ,2000,3300,1.65
, 2000-01,Kharif     ,3300,4400,1.33
, 2001-02,Kharif     ,6900,7400,1.07
, 2002-03,Kharif     ,16500,22500,1.36
, 2003-04,Kharif     ,25500,25900,1.02
, 2004-05,Kharif     ,27900,24400,0.87
, 2005-06,Kharif     ,36100,39700,1.10
, 2006-07,Kharif     ,42100,34500,0.82
, 2007-08,Kharif     ,46500,21000,0.45
, 2008-09,Kharif     ,71400,14500,0.20
, 2009-10,Kharif     ,68800,35400,0.51
, 2010-11,Kharif     ,70400,96600,1.37
, 2011-12,Kharif     ,76400,118100,1.55
, 2012-13,Kharif     ,76400,127000,1.66
, 2013-14,Kharif     ,93500,174200,1.86
, 2014-15,Kharif     ,113400,39900,0.35
, 2015-16,Kharif     ,145100,23800,0.16
, 2016-17,Kharif     ,169200,132350,0.78
, 2017-18,Kharif     ,181300,128300,0.71
, 2018-19,Kharif     ,217791,52764,0.24
 6.BHANDARA, 1998-99,Kharif     ,11900,20000,1.68
, 1999-00,Kharif     ,11600,15700,1.35
, 2000-01,Kharif     ,9700,7700,0.79
, 2001-02,Kharif     ,7200,8200,1.14
, 2002-03,Kharif     ,9300,9700,1.04
, 2003-04,Kharif     ,8200,13800,1.68
, 2004-05,Kharif     ,9500,8900,0.94
, 2005-06,Kharif     ,8500,7600,0.89
, 2006-07,Kharif     ,8600,7200,0.84
, 2007-08,Kharif     ,9000,10300,1.14
, 2008-09,Kharif     ,8400,10000,1.19
, 2009-10,Kharif     ,7900,6400,0.81
, 2010-11,Kharif     ,7000,12100,1.73
, 2011-12,Kharif     ,6900,4700,0.68
, 2012-13,Kharif     ,7100,5700,0.80
, 2013-14,Kharif     ,7000,2800,0.40
, 2014-15,Kharif     ,8100,3700,0.46
, 2015-16,Kharif     ,6600,900,0.14
, 2016-17,Kharif     ,11800,13300,1.13
, 2017-18,Kharif     ,5300,6400,1.21
, 2018-19,Kharif     ,4111,4649,1.13
 7.BULDHANA, 1998-99,Kharif     ,37300,41000,1.10
, 1999-00,Kharif     ,69500,99900,1.44
, 2000-01,Kharif     ,68100,51400,0.75
, 2001-02,Kharif     ,70500,102000,1.45
, 2002-03,Kharif     ,78600,98400,1.25
, 2003-04,Kharif     ,87900,149900,1.71
, 2004-05,Kharif     ,141200,132100,0.94
, 2005-06,Kharif     ,162500,85500,0.53
, 2006-07,Kharif     ,172700,216900,1.26
, 2007-08,Kharif     ,190500,382400,2.01
, 2008-09,Kharif     ,240000,68700,0.29
, 2009-10,Kharif     ,212800,156500,0.74
, 2010-11,Kharif     ,225500,416100,1.85
, 2011-12,Kharif     ,258800,374200,1.45
, 2012-13,Kharif     ,279500,430300,1.54
, 2013-14,Kharif     ,323200,479000,1.48
, 2014-15,Kharif     ,352500,189100,0.54
, 2015-16,Kharif     ,352400,160400,0.46
, 2016-17,Kharif     ,365010,703600,1.93
, 2017-18,Kharif     ,370290,439600,1.19
, 2018-19,Kharif     ,404209,448429,1.11
 8.CHANDRAPUR, 1998-99,Kharif     ,113300,234300,2.07
, 1999-00,Kharif     ,125900,191200,1.52
, 2000-01,Kharif     ,116100,138900,1.20
, 2001-02,Kharif     ,113800,151500,1.33
, 2002-03,Kharif     ,123000,143400,1.17
, 2003-04,Kharif     ,136700,162400,1.19
, 2004-05,Kharif     ,164600,161500,0.98
, 2005-06,Kharif     ,161700,173700,1.07
, 2006-07,Kharif     ,172500,211300,1.22
, 2007-08,Kharif     ,162100,224400,1.38
, 2008-09,Kharif     ,181900,119700,0.66
, 2009-10,Kharif     ,179800,62100,0.35
, 2010-11,Kharif     ,148300,148600,1.00
, 2011-12,Kharif     ,146800,129700,0.88
, 2012-13,Kharif     ,142100,145100,1.02
, 2013-14,Kharif     ,142100,88400,0.62
, 2014-15,Kharif     ,126200,64300,0.51
, 2015-16,Kharif     ,117100,59400,0.51
, 2016-17,Kharif     ,108500,108300,1.00
, 2017-18,Kharif     ,65900,62000,0.94
, 2018-19,Kharif     ,75376,120538,1.60
 9.DHULE, 1998-99,Kharif     ,4000,5700,1.43
, 1999-00,Kharif     ,2200,2700,1.23
, 2000-01,Kharif     ,2200,1300,0.59
, 2001-02,Kharif     ,2300,4300,1.87
, 2002-03,Kharif     ,1500,2000,1.33
, 2003-04,Kharif     ,1700,2700,1.59
, 2004-05,Kharif     ,1700,2900,1.71
, 2005-06,Kharif     ,2700,2800,1.04
, 2006-07,Kharif     ,3100,2700,0.87
, 2007-08,Kharif     ,5400,8000,1.48
, 2008-09,Kharif     ,14600,10600,0.73
, 2009-10,Kharif     ,19900,18600,0.93
, 2010-11,Kharif     ,21100,47100,2.23
, 2011-12,Kharif     ,11000,17700,1.61
, 2012-13,Kharif     ,11400,18300,1.61
, 2013-14,Kharif     ,12000,16200,1.35
, 2014-15,Kharif     ,15500,20000,1.29
, 2015-16,Kharif     ,20800,13400,0.64
, 2016-17,Kharif     ,18300,25300,1.38
, 2017-18,Kharif     ,18456,32700,1.77
, 2018-19,Kharif     ,20076,31835,1.59
 10.GADCHIROLI, 1998-99,Kharif     ,1400,1700,1.21
, 1999-00,Kharif     ,1600,1700,1.06
, 2000-01,Kharif     ,1800,1800,1.00
, 2001-02,Kharif     ,2200,2600,1.18
, 2002-03,Kharif     ,2800,2500,0.89
, 2003-04,Kharif     ,2700,3600,1.33
, 2004-05,Kharif     ,3100,3100,1.00
, 2005-06,Kharif     ,3100,1800,0.58
, 2006-07,Kharif     ,3400,4200,1.24
, 2007-08,Kharif     ,3900,4200,1.08
, 2008-09,Kharif     ,8200,6100,0.74
, 2009-10,Kharif     ,8700,3100,0.36
, 2010-11,Kharif     ,7500,6900,0.92
, 2011-12,Kharif     ,5900,7200,1.22
, 2012-13,Kharif     ,5200,6300,1.21
, 2013-14,Kharif     ,5200,3800,0.73
, 2014-15,Kharif     ,4400,3000,0.68
, 2015-16,Kharif     ,3500,1500,0.43
, 2016-17,Kharif     ,2100,1800,0.86
, 2017-18,Kharif     ,200,300,1.50
, 2018-19,Kharif     ,164,376,2.29
 11.GONDIA, 1999-00,Kharif     ,100,100,1.00
, 2002-03,Kharif     ,100,100,1.00
, 2003-04,Kharif     ,100,100,1.00
, 2004-05,Kharif     ,100,100,1.00
 12.HINGOLI, 1999-00,Kharif     ,15700,22100,1.41
, 2000-01,Kharif     ,20400,24500,1.20
, 2001-02,Kharif     ,25200,35100,1.39
, 2002-03,Kharif     ,32000,48600,1.52
, 2003-04,Kharif     ,117700,185500,1.58
, 2004-05,Kharif     ,129300,103500,0.80
, 2005-06,Kharif     ,139500,180800,1.30
, 2006-07,Kharif     ,131100,113700,0.87
, 2007-08,Kharif     ,114000,202900,1.78
, 2008-09,Kharif     ,129900,76300,0.59
, 2009-10,Kharif     ,137400,123900,0.90
, 2010-11,Kharif     ,148300,237400,1.60
, 2011-12,Kharif     ,146700,204200,1.39
, 2012-13,Kharif     ,150500,286700,1.90
, 2013-14,Kharif     ,170000,186000,1.09
, 2014-15,Kharif     ,137700,38400,0.28
, 2015-16,Kharif     ,165100,78900,0.48
, 2016-17,Kharif     ,171600,184000,1.07
, 2017-18,Kharif     ,175800,199400,1.13
, 2018-19,Kharif     ,215800,300739,1.39
 13.JALGAON, 1998-99,Kharif     ,2400,3600,1.50
, 1999-00,Kharif     ,3000,4100,1.37
, 2000-01,Kharif     ,2900,2900,1.00
, 2001-02,Kharif     ,3100,4300,1.39
, 2002-03,Kharif     ,3400,8600,2.53
, 2003-04,Kharif     ,3600,8800,2.44
, 2004-05,Kharif     ,8500,18000,2.12
, 2005-06,Kharif     ,14600,26500,1.82
